n,gamma,gamma_dps,source
1339,1803.7968438133659577252429227680402659802880379548,50,mpmath.zetazero (mpmath python)
1340,1804.9041609748120154479102509781915716370720900284,50,mpmath.zetazero (mpmath python)
1341,1806.2896670194977816350109745746445529996291182514,50,mpmath.zetazero (mpmath python)
1342,1806.5783917509639255810488900601390004233148154824,50,mpmath.zetazero (mpmath python)
1343,1808.7144318654748903565078832564839331623559903462,50,mpmath.zetazero (mpmath python)
1344,1809.1192737882873330956467674204316933052966310288,50,mpmath.zetazero (mpmath python)
1345,1810.1088929879858045468150421710617565730864038711,50,mpmath.zetazero (mpmath python)
1346,1810.8737191588547156534826488781517900263003760721,50,mpmath.zetazero (mpmath python)
1347,1812.4200770021055190268465736840332413775907397889,50,mpmath.zetazero (mpmath python)
1348,1814.0241403476155134236171955964248734313846524788,50,mpmath.zetazero (mpmath python)
1349,1814.9730823634958490259055596306211667899348243581,50,mpmath.zetazero (mpmath python)
1350,1816.3386112196746372878776672636584295574348340602,50,mpmath.zetazero (mpmath python)
1351,1816.7580233653508531844348648474233432152644303357,50,mpmath.zetazero (mpmath python)
1352,1817.7106085633424726477636085448376657166370370187,50,mpmath.zetazero (mpmath python)
1353,1819.2603340994882505640222250880248410406115193779,50,mpmath.zetazero (mpmath python)
1354,1820.1878821868112191836008365395238847186611066961,50,mpmath.zetazero (mpmath python)
1355,1821.3057083652039090603156735634191800055860320547,50,mpmath.zetazero (mpmath python)
1356,1822.4276714403025869288078533932572860024696373264,50,mpmath.zetazero (mpmath python)
1357,1823.7662658957732879562961961057269755742692348386,50,mpmath.zetazero (mpmath python)
1358,1825.2136768930133833537330718325475955036170884955,50,mpmath.zetazero (mpmath python)
1359,1825.9156836149284093654766443200936109409279380469,50,mpmath.zetazero (mpmath python)
1360,1826.7954552714926555575586737529895294877203843474,50,mpmath.zetazero (mpmath python)
1361,1828.2112704999731419339340549015678613768129204419,50,mpmath.zetazero (mpmath python)
1362,1828.6210917580311407275730155969564223912402001464,50,mpmath.zetazero (mpmath python)
1363,1829.8325297099397020458090133175885382065150308479,50,mpmath.zetazero (mpmath python)
1364,1831.9363799018152108142577182098813524358893962975,50,mpmath.zetazero (mpmath python)
1365,1832.9849402437315542476538100542890543188496380857,50,mpmath.zetazero (mpmath python)
1366,1833.2732390327303215208610530823188783500264644805,50,mpmath.zetazero (mpmath python)
1367,1834.7215597486084990261272625958907919361524438641,50,mpmath.zetazero (mpmath python)
1368,1835.8837544376925485670616281060797083820205293994,50,mpmath.zetazero (mpmath python)
1369,1836.8276725159574896408153837181418637985494714276,50,mpmath.zetazero (mpmath python)
1370,1838.0869433056445534360128075440186060924575178376,50,mpmath.zetazero (mpmath python)
1371,1838.6402887076507410707996447654159441514844352006,50,mpmath.zetazero (mpmath python)
1372,1840.1955634733573631067274971358501077905185581829,50,mpmath.zetazero (mpmath python)
1373,1841.4785825706433942570822266252577275500775392308,50,mpmath.zetazero (mpmath python)
1374,1842.8759552786672214457267154415565931343076948327,50,mpmath.zetazero (mpmath python)
1375,1843.7710577430691204565610566880805468314849372067,50,mpmath.zetazero (mpmath python)
1376,1844.7590436500958889270688127486061290707930659922,50,mpmath.zetazero (mpmath python)
1377,1845.4175341464245291848359458682278703930453223745,50,mpmath.zetazero (mpmath python)
1378,1846.3532534205164166021894040188296234117292241434,50,mpmath.zetazero (mpmath python)
1379,1848.3309806223837314334153724515884736536721018552,50,mpmath.zetazero (mpmath python)
1380,1848.7227609108908664043908342317758223891704902123,50,mpmath.zetazero (mpmath python)
1381,1850.6011840476514636598794418793805761182765184655,50,mpmath.zetazero (mpmath python)
1382,1851.4003619945897792039143708468947993344061550449,50,mpmath.zetazero (mpmath python)
1383,1852.3422047333862772363025113081185722405848177603,50,mpmath.zetazero (mpmath python)
1384,1853.5193429209895037779378611222813713325978451220,50,mpmath.zetazero (mpmath python)
1385,1854.8556321159867277700193449967042231281755960402,50,mpmath.zetazero (mpmath python)
1386,1855.5929349370554673178707172652569788347988981593,50,mpmath.zetazero (mpmath python)
1387,1856.3891791535238544675837310903959184906292059430,50,mpmath.zetazero (mpmath python)
1388,1857.4980748148801860301317457142899147990136230577,50,mpmath.zetazero (mpmath python)
1389,1859.4952715687944599783850440328116306721031465808,50,mpmath.zetazero (mpmath python)
1390,1860.5413881093368134813467669566890398546623310341,50,mpmath.zetazero (mpmath python)
1391,1861.3796715472328534625283499293984877262211686591,50,mpmath.zetazero (mpmath python)
1392,1862.1214649289442148815469013264688783031704066691,50,mpmath.zetazero (mpmath python)
1393,1863.4254648450964860065631253874654581910155883181,50,mpmath.zetazero (mpmath python)
1394,1864.3539813357462513755312806435643042828680965849,50,mpmath.zetazero (mpmath python)
1395,1865.3674337940578901056782906057686440324296198265,50,mpmath.zetazero (mpmath python)
1396,1866.8365470186081913399294573399163032724809197448,50,mpmath.zetazero (mpmath python)
1397,1868.0851909986092243660093784738126044792422742076,50,mpmath.zetazero (mpmath python)
1398,1868.7067456844081175196708494363455330831406875833,50,mpmath.zetazero (mpmath python)
1399,1870.4214717683107901517089911535110394868027521865,50,mpmath.zetazero (mpmath python)
1400,1871.4160430984071453260197763895355591482697832675,50,mpmath.zetazero (mpmath python)
1401,1872.4415664281927175885088266157564431701975397887,50,mpmath.zetazero (mpmath python)
1402,1872.8656676379676800098919166462732063408255014130,50,mpmath.zetazero (mpmath python)
1403,1874.5083614126601353384185931316266486675209540280,50,mpmath.zetazero (mpmath python)
1404,1874.9137740100395414685880084796035130993992444993,50,mpmath.zetazero (mpmath python)
1405,1877.0950641673397746124396164748072775361127148369,50,mpmath.zetazero (mpmath python)
1406,1878.0222514827534710989018146768728185574803094652,50,mpmath.zetazero (mpmath python)
1407,1879.1533030904613285717368146782459872874681371368,50,mpmath.zetazero (mpmath python)
1408,1880.0823254189943797633011871786622412474099567682,50,mpmath.zetazero (mpmath python)
1409,1880.6117664796568674141681459562476098523949723797,50,mpmath.zetazero (mpmath python)
1410,1882.3219747973846840578118909536116451941235695737,50,mpmath.zetazero (mpmath python)
1411,1883.4087242695183660307181658289797665969277658736,50,mpmath.zetazero (mpmath python)
1412,1884.0057783496671423567884383745326210170643636792,50,mpmath.zetazero (mpmath python)
1413,1885.1980751302581228760071112436369182007181206093,50,mpmath.zetazero (mpmath python)
1414,1887.0538948068901242324684816469618485947761139563,50,mpmath.zetazero (mpmath python)
1415,1887.8088414168321295271624748458020834694350238816,50,mpmath.zetazero (mpmath python)
1416,1888.9381826365794549995498508371616919374794461037,50,mpmath.zetazero (mpmath python)
1417,1890.3481286142445455973964009413784139507661297358,50,mpmath.zetazero (mpmath python)
1418,1890.6121285879332609308136291446811371735215489657,50,mpmath.zetazero (mpmath python)
1419,1891.6785105397287878512511006720116497976986404549,50,mpmath.zetazero (mpmath python)
1420,1892.8677013357911153411001706365131281018070457368,50,mpmath.zetazero (mpmath python)
1421,1894.5585375724296871873108404866222709851836225366,50,mpmath.zetazero (mpmath python)
1422,1895.6971556535845632965894955989424112958259229552,50,mpmath.zetazero (mpmath python)
1423,1896.5854943471689011752890231657894533224627063781,50,mpmath.zetazero (mpmath python)
1424,1897.5136928597119740939513821049717810385816642930,50,mpmath.zetazero (mpmath python)
1425,1898.8293728186794821098160636044374519847464100692,50,mpmath.zetazero (mpmath python)
1426,1900.0061448291439966105516448052826325793309134294,50,mpmath.zetazero (mpmath python)
1427,1900.5718842724148338316194135101769919283116507185,50,mpmath.zetazero (mpmath python)
1428,1901.8913057506000650805680563672215609310770948855,50,mpmath.zetazero (mpmath python)
1429,1902.8050592066800629833539132404177368084903073518,50,mpmath.zetazero (mpmath python)
1430,1904.0893253233517420889791853798148329032965965501,50,mpmath.zetazero (mpmath python)
1431,1906.1027561981819565020466298481515464784842134038,50,mpmath.zetazero (mpmath python)
1432,1906.5976780037662153936039234249345206103369629306,50,mpmath.zetazero (mpmath python)
1433,1907.3327801239099263460371418322132058338728868575,50,mpmath.zetazero (mpmath python)
1434,1908.4330630450517522297534675596285168294584694943,50,mpmath.zetazero (mpmath python)
1435,1909.4659300259823802539559964114469783260078430539,50,mpmath.zetazero (mpmath python)
1436,1910.7336596158915964777950089074900156135148152759,50,mpmath.zetazero (mpmath python)
1437,1911.7046909431721586283215543669631688724432554270,50,mpmath.zetazero (mpmath python)
1438,1913.1824897758830768136398797876446532659332604471,50,mpmath.zetazero (mpmath python)
1439,1914.3523000516740526772694579485153775020426957820,50,mpmath.zetazero (mpmath python)
1440,1915.0546293333472185709158418163353262954726342383,50,mpmath.zetazero (mpmath python)
1441,1916.6063718395193537904150378950586932214403472079,50,mpmath.zetazero (mpmath python)
1442,1917.3447040415663455229153536527374646093089737031,50,mpmath.zetazero (mpmath python)
1443,1918.7864989098567889867213426407332033714642554178,50,mpmath.zetazero (mpmath python)
1444,1919.2077783978052382639695285732612489298851179020,50,mpmath.zetazero (mpmath python)
1445,1919.9374573712172038965936157171574220787716489570,50,mpmath.zetazero (mpmath python)
1446,1922.1016256219937034421890103628621480926400792138,50,mpmath.zetazero (mpmath python)
1447,1923.2808379364174420575296858126493523870635242859,50,mpmath.zetazero (mpmath python)
1448,1924.0558311014408495195100242536886256398635132396,50,mpmath.zetazero (mpmath python)
1449,1925.2319879754065294119833632709058252083817228277,50,mpmath.zetazero (mpmath python)
1450,1926.2115830798940784583632846993494109360392144501,50,mpmath.zetazero (mpmath python)
1451,1926.8200927948715767446166475879014720990493820805,50,mpmath.zetazero (mpmath python)
1452,1928.4175185495194478588342241752213042925515132540,50,mpmath.zetazero (mpmath python)
1453,1929.4875601805764899872591392104411618881416848889,50,mpmath.zetazero (mpmath python)
1454,1930.2583871803873257970265318355399901377415894855,50,mpmath.zetazero (mpmath python)
1455,1931.7600694365246140113779294799704084119410168975,50,mpmath.zetazero (mpmath python)
1456,1932.8757545499469177788367509017350342822835087467,50,mpmath.zetazero (mpmath python)
1457,1934.4164363691519034164129194059612291986618082072,50,mpmath.zetazero (mpmath python)
1458,1934.9079434343656975100175708125250733620198330074,50,mpmath.zetazero (mpmath python)
1459,1935.9248488037456948445268958314194209213921010135,50,mpmath.zetazero (mpmath python)
1460,1936.8730938142789023867111022075895527816006077382,50,mpmath.zetazero (mpmath python)
1461,1937.9686334980199577196477160402963237125328357588,50,mpmath.zetazero (mpmath python)
1462,1939.0500291505441257168144736416597606122047485677,50,mpmath.zetazero (mpmath python)
1463,1940.9773267058599359930023161090260869153279829798,50,mpmath.zetazero (mpmath python)
1464,1941.8228622157802329508927946688038974908049904179,50,mpmath.zetazero (mpmath python)
1465,1942.6335686922461509145727199801728398054769705294,50,mpmath.zetazero (mpmath python)
1466,1943.3679474492527491070067327479036547089068834416,50,mpmath.zetazero (mpmath python)
1467,1945.1537963063679595842512851858795017262063065576,50,mpmath.zetazero (mpmath python)
1468,1945.9227169494833271863129541920805782892651828431,50,mpmath.zetazero (mpmath python)
1469,1946.6099453618774103112798808467729610987960179765,50,mpmath.zetazero (mpmath python)
1470,1947.9170477377036040799135656047674023810677649317,50,mpmath.zetazero (mpmath python)
1471,1949.0300300736065507369298215920237155580392034386,50,mpmath.zetazero (mpmath python)
1472,1950.7432015528631585984296926222617259085134124591,50,mpmath.zetazero (mpmath python)
1473,1951.5366958730549103983848825656121021586283320731,50,mpmath.zetazero (mpmath python)
1474,1952.8501292118657532761199484649781136578263885118,50,mpmath.zetazero (mpmath python)
1475,1953.4485563251357700528207255568755251050271068648,50,mpmath.zetazero (mpmath python)
1476,1954.4185881752141167901122114941031390129371204999,50,mpmath.zetazero (mpmath python)
1477,1955.3158092837183886860371370535579145357673222071,50,mpmath.zetazero (mpmath python)
1478,1956.8481645782155085546366022694544191868179736384,50,mpmath.zetazero (mpmath python)
1479,1958.3144035551203585649648942925477266250443561594,50,mpmath.zetazero (mpmath python)
1480,1958.8518834631948138464704266068535796405577614343,50,mpmath.zetazero (mpmath python)
1481,1960.4188452693817967648481252172789942471373785260,50,mpmath.zetazero (mpmath python)
1482,1961.3592778800143795083001890387653747554319087081,50,mpmath.zetazero (mpmath python)
1483,1962.2335718485797980725803953546087894437878160365,50,mpmath.zetazero (mpmath python)
1484,1963.6211845732020690794357940868976543587635712174,50,mpmath.zetazero (mpmath python)
1485,1964.3573909380955972097842438191034216375491455937,50,mpmath.zetazero (mpmath python)
1486,1965.3778295051038570303943179505181578986224787173,50,mpmath.zetazero (mpmath python)
1487,1966.1176585740745264741607673488082140926576536042,50,mpmath.zetazero (mpmath python)
1488,1968.4716020194204418528106225226619938081929025989,50,mpmath.zetazero (mpmath python)
1489,1969.0476175465278286150547551659185808965113211755,50,mpmath.zetazero (mpmath python)
1490,1970.3050095170337614072862291644466723630926920299,50,mpmath.zetazero (mpmath python)
1491,1970.8555475799459443089150056703426672373764951192,50,mpmath.zetazero (mpmath python)
1492,1971.9703128048113866402549190203282343233080880119,50,mpmath.zetazero (mpmath python)
1493,1973.1826634059386796917310418729083486469848004312,50,mpmath.zetazero (mpmath python)
1494,1974.3472019101200852587046404482245868286199715412,50,mpmath.zetazero (mpmath python)
1495,1975.0806103022669935560276595512935146497317282428,50,mpmath.zetazero (mpmath python)
1496,1977.1739436980398790183766841785926869742917285879,50,mpmath.zetazero (mpmath python)
